table_i,table_j,n_cols_i,n_cols_j,n_cross_pairs,n_matches,raw_sim,M_max,CR,Sim_T,norm_changed
orders_df.23,orders_df.264,0,0,1,1,0.603296,1,1.0,0.603296,False
orders_df.134,orders_df.313,0,0,2,1,0.603291,1,1.0,0.603291,False
orders_df.10,orders_df.313,0,0,2,1,0.603286,1,1.0,0.603286,False
ORDERS.29,orders_df.123,0,0,1,1,0.603262,1,1.0,0.603262,False
ORDERS.123,orders_df.29,0,0,1,1,0.60326,1,1.0,0.60326,False
ORDERS.313,orders_df.134,0,0,2,1,0.603246,1,1.0,0.603246,False
ORDERS.23,ORDERS.244,0,0,1,1,0.603246,1,1.0,0.603246,False
ORDERS.313,orders_df.10,0,0,2,1,0.60324,1,1.0,0.60324,False
ORDERS.339,ORDERS.9,0,0,1,1,0.603237,1,1.0,0.603237,False
ORDERS.23,orders_df.244,0,0,1,1,0.603223,1,1.0,0.603223,False
ORDERS.392,orders_df.0,0,0,1,1,0.603212,1,1.0,0.603212,False
orders_df.350,orders_df.392,0,0,1,1,0.603176,1,1.0,0.603176,False
custhist_df,orders_df.350,36,0,36,1,0.603158,1,1.0,0.603158,False
ORDERS.264,orders_df.23,0,0,1,1,0.603152,1,1.0,0.603152,False
ORDERS.23,orders_df.264,0,0,1,1,0.603139,1,1.0,0.603139,False
ORDERS.123,ORDERS.29,0,0,1,1,0.603136,1,1.0,0.603136,False
ORDERS.9,custhist_df,0,36,36,1,0.603114,1,1.0,0.603114,False
ORDERS.10,orders_df.313,0,0,2,1,0.603109,1,1.0,0.603109,False
ORDERS.134,orders_df.313,0,0,2,1,0.603103,1,1.0,0.603103,False
ORDERS.10,ORDERS.313,0,0,2,1,0.603066,1,1.0,0.603066,False
ORDERS.134,ORDERS.313,0,0,2,1,0.603059,1,1.0,0.603059,False
ORDERS.392,orders_df.350,0,0,1,1,0.603055,1,1.0,0.603055,False
ORDERS.350,orders_df.392,0,0,1,1,0.603017,1,1.0,0.603017,False
ORDERS.23,ORDERS.264,0,0,1,1,0.603001,1,1.0,0.603001,False
ORDERS.244,prod_df.25,0,0,1,1,0.602977,1,1.0,0.602977,False
ORDERS.350,custhist_df,0,36,36,1,0.602976,1,1.0,0.602976,False
CUST_HIST,orders_df.9,36,0,36,1,0.602955,1,1.0,0.602955,False
orders_df.244,prod_df.25,0,0,1,1,0.602953,1,1.0,0.602953,False
orderlines_df,orders_df.9,40,0,38,1,0.602907,1,1.0,0.602907,False
ORDERS.350,ORDERS.392,0,0,1,1,0.602901,1,1.0,0.602901,False
CUST_HIST,orders_df.350,36,0,36,1,0.602859,1,1.0,0.602859,False
ORDERLINES,orders_df.9,40,0,38,1,0.602845,1,1.0,0.602845,False
orders_df.14,orders_df.264,0,0,1,1,0.602823,1,1.0,0.602823,False
orders_df.31,orders_df.362,0,0,2,1,0.602769,1,1.0,0.602769,False
CUST_HIST,ORDERS.9,36,0,36,1,0.602765,1,1.0,0.602765,False
ORDERS.9,orderlines_df,0,40,38,1,0.602719,1,1.0,0.602719,False
ORDERS.244,PRODUCTS.25,0,0,1,1,0.602708,1,1.0,0.602708,False
CUST_HIST,ORDERS.350,36,0,36,1,0.602687,1,1.0,0.602687,False
PRODUCTS.25,orders_df.244,0,0,1,1,0.602685,1,1.0,0.602685,False
ORDERS.264,orders_df.14,0,0,1,1,0.602678,1,1.0,0.602678,False
ORDERLINES,ORDERS.9,40,0,38,1,0.602659,1,1.0,0.602659,False
ORDERS.362,orders_df.31,0,0,2,1,0.602645,1,1.0,0.602645,False
ORDERS.14,orders_df.264,0,0,1,1,0.602637,1,1.0,0.602637,False
ORDERS.31,orders_df.362,0,0,2,1,0.602577,1,1.0,0.602577,False
CUSTOMER,CUSTOMER.SLZCISTEWL@dell,36,0,33,1,0.602544,1,1.0,0.602544,False
orders_df.2,orders_df.289,0,0,1,1,0.602521,1,1.0,0.602521,False
ORDERS.14,ORDERS.264,0,0,1,1,0.602497,1,1.0,0.602497,False
ORDERS.31,ORDERS.362,0,0,2,1,0.602459,1,1.0,0.602459,False
ORDERLINES,orders_df.350,40,0,38,1,0.602405,1,1.0,0.602405,False
ORDERS.289,orders_df.2,0,0,1,1,0.602394,1,1.0,0.602394,False
orders_df,orders_df.134,72,0,36,1,0.60237,1,1.0,0.60237,False
ORDERS.2,orders_df.289,0,0,1,1,0.602345,1,1.0,0.602345,False
custhist_df,orders_df.134,36,0,36,1,0.602336,1,1.0,0.602336,False
ORDERLINES.1,orders_df.5,0,0,2,1,0.602325,1,1.0,0.602325,False
ORDERS.2,ORDERS.289,0,0,1,1,0.602292,1,1.0,0.602292,False
ORDERLINES,ORDERS.350,40,0,38,1,0.602249,1,1.0,0.602249,False
orderlines_df,orders_df.350,40,0,38,1,0.602187,1,1.0,0.602187,False
ORDERS.134,orders_df,0,72,36,1,0.602175,1,1.0,0.602175,False
ORDERS,orders_df.134,72,0,36,1,0.602169,1,1.0,0.602169,False
ORDERLINES.1,ORDERS.5,0,0,2,1,0.602137,1,1.0,0.602137,False
ORDERS.134,custhist_df,0,36,36,1,0.602133,1,1.0,0.602133,False
orders_df.123,orders_df.23,0,0,1,1,0.602122,1,1.0,0.602122,False
ORDERS,ORDERS.134,72,0,36,1,0.602066,1,1.0,0.602066,False
orders_df.25,orders_df.264,0,0,1,1,0.602064,1,1.0,0.602064,False
CUSTOMER,cust_df.SLZCISTEWL@dell,36,0,33,1,0.602041,1,1.0,0.602041,False
ORDERS.350,orderlines_df,0,40,38,1,0.602038,1,1.0,0.602038,False
orderlines_df.1,orders_df.5,0,0,2,1,0.602022,1,1.0,0.602022,False
CUSTOMER,CUSTOMER.FQIVBKWIZC@dell,36,0,33,1,0.602003,1,1.0,0.602003,False
CUST_HIST,orders_df.134,36,0,36,1,0.602,1,1.0,0.602,False
ORDERS.123,orders_df.23,0,0,1,1,0.601994,1,1.0,0.601994,False
ORDERS.23,orders_df.123,0,0,1,1,0.601968,1,1.0,0.601968,False
ORDERS.264,orders_df.25,0,0,1,1,0.601922,1,1.0,0.601922,False
ORDERS.25,orders_df.264,0,0,1,1,0.601907,1,1.0,0.601907,False
orders_df.123,orders_df.28,0,0,1,1,0.601856,1,1.0,0.601856,False
ORDERS.5,orderlines_df.1,0,0,2,1,0.601845,1,1.0,0.601845,False
ORDERS.123,ORDERS.23,0,0,1,1,0.601844,1,1.0,0.601844,False
CUST_HIST,ORDERS.134,36,0,36,1,0.60181,1,1.0,0.60181,False
orders_df.34,orders_df.384,0,0,1,1,0.601773,1,1.0,0.601773,False
ORDERS.25,ORDERS.264,0,0,1,1,0.60177,1,1.0,0.60177,False
ORDERS.28,orders_df.123,0,0,1,1,0.601751,1,1.0,0.601751,False
ORDERS.123,orders_df.28,0,0,1,1,0.601727,1,1.0,0.601727,False
orders_df.123,prod_df.25,0,0,1,1,0.601694,1,1.0,0.601694,False
ORDERS.34,orders_df.384,0,0,1,1,0.601683,1,1.0,0.601683,False
CUSTOMER.SLZCISTEWL@dell,cust_df,0,36,33,1,0.60167,1,1.0,0.60167,False
orders_df.31,orders_df.416,0,0,2,1,0.601652,1,1.0,0.601652,False
ORDERS.123,ORDERS.28,0,0,1,1,0.601625,1,1.0,0.601625,False
ORDERS.384,orders_df.34,0,0,1,1,0.601617,1,1.0,0.601617,False
orders_df.0,orders_df.350,0,0,1,1,0.601612,1,1.0,0.601612,False
ORDERS.0,orders_df.350,0,0,1,1,0.601587,1,1.0,0.601587,False
ORDERS.123,prod_df.25,0,0,1,1,0.601567,1,1.0,0.601567,False
ORDERS.416,orders_df.31,0,0,2,1,0.601565,1,1.0,0.601565,False
orders_df,orders_df.184,72,0,36,1,0.601542,1,1.0,0.601542,False
ORDERS.34,ORDERS.384,0,0,1,1,0.60153,1,1.0,0.60153,False
ORDERS.0,ORDERS.350,0,0,1,1,0.601517,1,1.0,0.601517,False
ORDERS.31,orders_df.416,0,0,2,1,0.601513,1,1.0,0.601513,False
custhist_df,orders_df.184,36,0,36,1,0.601509,1,1.0,0.601509,False
orders_df.10,orders_df.416,0,0,1,1,0.601495,1,1.0,0.601495,False
ORDERS.184,orders_df,0,72,36,1,0.601485,1,1.0,0.601485,False
orders_df.2,orders_df.5,0,0,1,1,0.601476,1,1.0,0.601476,False
ORDERS.350,orders_df.0,0,0,1,1,0.601458,1,1.0,0.601458,False
ORDERS.184,custhist_df,0,36,36,1,0.60145,1,1.0,0.60145,False
PRODUCTS.25,orders_df.123,0,0,1,1,0.601434,1,1.0,0.601434,False
ORDERS.31,ORDERS.416,0,0,2,1,0.601429,1,1.0,0.601429,False
CUSTOMER.FQIVBKWIZC@dell,cust_df,0,36,33,1,0.601418,1,1.0,0.601418,False
ORDERS.416,orders_df.10,0,0,1,1,0.60141,1,1.0,0.60141,False
CUSTOMER,cust_df.FQIVBKWIZC@dell,36,0,33,1,0.601378,1,1.0,0.601378,False
ORDERS,orders_df.184,72,0,36,1,0.60134,1,1.0,0.60134,False
ORDERS.10,orders_df.416,0,0,1,1,0.60132,1,1.0,0.60132,False
ORDERS.123,PRODUCTS.25,0,0,1,1,0.601314,1,1.0,0.601314,False
ORDERS.5,orders_df.2,0,0,1,1,0.6013,1,1.0,0.6013,False
ORDERS.2,orders_df.5,0,0,1,1,0.6013,1,1.0,0.6013,False
ORDERS,ORDERS.184,72,0,36,1,0.601285,1,1.0,0.601285,False
ORDERS.10,ORDERS.416,0,0,1,1,0.601238,1,1.0,0.601238,False
cust_df,cust_df.SLZCISTEWL@dell,36,0,33,1,0.601222,1,1.0,0.601222,False
custhist_df,orders_df.5,36,0,36,1,0.601181,1,1.0,0.601181,False
CUST_HIST,orders_df.184,36,0,36,1,0.601171,1,1.0,0.601171,False
ORDERS.2,ORDERS.5,0,0,1,1,0.60113,1,1.0,0.60113,False
CUST_HIST,ORDERS.184,36,0,36,1,0.601116,1,1.0,0.601116,False
orders_df.0,orders_df.5,0,0,1,1,0.601069,1,1.0,0.601069,False
ORDERS.0,orders_df.5,0,0,1,1,0.601042,1,1.0,0.601042,False
ORDERS.0,ORDERS.5,0,0,1,1,0.600992,1,1.0,0.600992,False
ORDERS.5,custhist_df,0,36,36,1,0.600988,1,1.0,0.600988,False
CUST_HIST,orders_df.5,36,0,36,1,0.600918,1,1.0,0.600918,False
orders_df.170,orders_df.350,0,0,1,1,0.60091,1,1.0,0.60091,False
ORDERS.5,orders_df.0,0,0,1,1,0.6009,1,1.0,0.6009,False
cust_df,cust_df.FQIVBKWIZC@dell,36,0,33,1,0.600843,1,1.0,0.600843,False
orders_df.184,orders_df.384,0,0,1,1,0.600829,1,1.0,0.600829,False
ORDERS.170,orders_df.350,0,0,1,1,0.600812,1,1.0,0.600812,False
ORDERS.184,orders_df.384,0,0,1,1,0.600772,1,1.0,0.600772,False
ORDERS.350,orders_df.170,0,0,1,1,0.600755,1,1.0,0.600755,False
ORDERS.384,orders_df.184,0,0,1,1,0.600674,1,1.0,0.600674,False
ORDERS.170,ORDERS.350,0,0,1,1,0.60066,1,1.0,0.60066,False
ORDERS.184,ORDERS.384,0,0,1,1,0.600619,1,1.0,0.600619,False
CUST_HIST,ORDERS.5,36,0,36,1,0.600617,1,1.0,0.600617,False
orderlines_df,orders_df.5,40,0,38,1,0.600591,1,1.0,0.600591,False
orders_df,orders_df.5,72,0,36,1,0.600551,1,1.0,0.600551,False
custhist_df,orders_df.416,36,0,36,1,0.600545,1,1.0,0.600545,False
ORDERS,ORDERS.5,72,0,36,1,0.600454,1,1.0,0.600454,False
ORDERS.416,custhist_df,0,36,36,1,0.600451,1,1.0,0.600451,False
orders_df.339,orders_df.379,0,0,1,1,0.600449,1,1.0,0.600449,False
ORDERS.5,orderlines_df,0,40,38,1,0.600419,1,1.0,0.600419,False
ORDERS,orders_df.5,72,0,36,1,0.600419,1,1.0,0.600419,False
ORDERLINES,orders_df.5,40,0,38,1,0.600388,1,1.0,0.600388,False
ORDERS.5,orders_df,0,72,36,1,0.60038,1,1.0,0.60038,False
ORDERS.379,orders_df.339,0,0,1,1,0.600344,1,1.0,0.600344,False
ORDERS.339,orders_df.379,0,0,1,1,0.600296,1,1.0,0.600296,False
orders_df.170,orders_df.73,0,0,1,1,0.600257,1,1.0,0.600257,False
ORDERLINES,ORDERS.5,40,0,38,1,0.600223,1,1.0,0.600223,False
ORDERS.339,ORDERS.379,0,0,1,1,0.600193,1,1.0,0.600193,False
ORDERS.73,orders_df.170,0,0,1,1,0.600173,1,1.0,0.600173,False
CUST_HIST,orders_df.416,36,0,36,1,0.600164,1,1.0,0.600164,False
ORDERS.170,orders_df.73,0,0,1,1,0.600156,1,1.0,0.600156,False
CUST_HIST,ORDERS.416,36,0,36,1,0.600077,1,1.0,0.600077,False
ORDERS.170,ORDERS.73,0,0,1,1,0.600075,1,1.0,0.600075,False
custhist_df,orders_df.111,36,0,36,1,0.59811,1,1.0,0.59811,False
ORDERS.111,custhist_df,0,36,36,1,0.598026,1,1.0,0.598026,False
orderlines_df,orders_df.111,40,0,38,1,0.597915,1,1.0,0.597915,False
ORDERS,ORDERS.111,72,0,36,1,0.597842,1,1.0,0.597842,False
ORDERLINES,orders_df.111,40,0,38,1,0.597816,1,1.0,0.597816,False
orders_df,orders_df.111,72,0,36,1,0.597805,1,1.0,0.597805,False
ORDERS.111,orderlines_df,0,40,38,1,0.597768,1,1.0,0.597768,False
ORDERLINES,ORDERS.111,40,0,38,1,0.597672,1,1.0,0.597672,False
ORDERS,orders_df.111,72,0,36,1,0.597671,1,1.0,0.597671,False
ORDERS.111,orders_df,0,72,36,1,0.597662,1,1.0,0.597662,False
CUST_HIST,ORDERS.111,36,0,36,1,0.597617,1,1.0,0.597617,False
CUST_HIST,orders_df.111,36,0,36,1,0.597535,1,1.0,0.597535,False
ORDERS,ORDERS.9,72,0,36,1,0.59701,1,1.0,0.59701,False
orders_df,orders_df.9,72,0,36,1,0.596955,1,1.0,0.596955,False
ORDERS.9,orders_df,0,72,36,1,0.596763,1,1.0,0.596763,False
ORDERS,orders_df.9,72,0,36,1,0.596591,1,1.0,0.596591,False
ORDERLINES.1,orders_df.31,0,0,4,2,0.596035,2,1.0,0.596035,False
ORDERLINES.1,ORDERS.31,0,0,4,2,0.595858,2,1.0,0.595858,False
orderlines_df.1,orders_df.31,0,0,4,2,0.595791,2,1.0,0.595791,False
ORDERS.31,orderlines_df.1,0,0,4,2,0.595616,2,1.0,0.595616,False
ORDERLINES.1,ORDERS.313,0,0,4,2,0.594615,2,1.0,0.594615,False
ORDERLINES.1,orders_df.313,0,0,4,2,0.594604,2,1.0,0.594604,False
orderlines_df.1,orders_df.313,0,0,4,2,0.594361,2,1.0,0.594361,False
ORDERS.313,orderlines_df.1,0,0,4,2,0.594274,2,1.0,0.594274,False
CUSTOMER.FQIVBKWIZC@dell,CUSTOMER.SLZCISTEWL@dell,0,0,1,1,0.588468,1,1.0,0.588468,False
CUSTOMER.FQIVBKWIZC@dell,cust_df.SLZCISTEWL@dell,0,0,1,1,0.588038,1,1.0,0.588038,False
CUSTOMER.SLZCISTEWL@dell,cust_df.FQIVBKWIZC@dell,0,0,1,1,0.587896,1,1.0,0.587896,False
ORDERLINES.1,ORDERS.416,0,0,2,1,0.587622,1,1.0,0.587622,False
cust_df.FQIVBKWIZC@dell,cust_df.SLZCISTEWL@dell,0,0,1,1,0.587501,1,1.0,0.587501,False
ORDERLINES.1,orders_df.416,0,0,2,1,0.587236,1,1.0,0.587236,False
orderlines_df.1,orders_df.416,0,0,2,1,0.587051,1,1.0,0.587051,False
ORDERS.416,orderlines_df.1,0,0,2,1,0.58696,1,1.0,0.58696,False
CUSTOMER.1,custhist_df,0,36,36,1,0.575332,1,1.0,0.575332,False
CUSTOMER.1,CUST_HIST,0,36,36,1,0.574475,1,1.0,0.574475,False
cust_df.1,custhist_df,0,36,36,1,0.574006,1,1.0,0.574006,False
CUSTOMER.1,ORDERLINES,0,40,38,1,0.573855,1,1.0,0.573855,False
CUSTOMER.1,orderlines_df,0,40,38,1,0.573585,1,1.0,0.573585,False
CUSTOMER.1,orders_df,0,72,36,1,0.573307,1,1.0,0.573307,False
CUST_HIST,cust_df.1,36,0,36,1,0.573292,1,1.0,0.573292,False
CUSTOMER.1,ORDERS,0,72,36,1,0.573088,1,1.0,0.573088,False
ORDERLINES,cust_df.1,40,0,38,1,0.572775,1,1.0,0.572775,False
cust_df.1,orderlines_df,0,40,38,1,0.57255,1,1.0,0.57255,False
cust_df.1,orders_df,0,72,36,1,0.572319,1,1.0,0.572319,False
ORDERS,cust_df.1,72,0,36,1,0.572136,1,1.0,0.572136,False
CUSTOMER.1,orders_df.5,0,0,1,1,0.568813,1,1.0,0.568813,False
CUSTOMER.1,ORDERS.5,0,0,1,1,0.568483,1,1.0,0.568483,False
cust_df.1,orders_df.5,0,0,1,1,0.567995,1,1.0,0.567995,False
ORDERS.5,cust_df.1,0,0,1,1,0.567822,1,1.0,0.567822,False
CUSTOMER.1,ORDERS.313,0,0,2,1,0.567572,1,1.0,0.567572,False
CUSTOMER.1,orders_df.313,0,0,2,1,0.567458,1,1.0,0.567458,False
cust_df.1,orders_df.313,0,0,2,1,0.566871,1,1.0,0.566871,False
ORDERS.313,cust_df.1,0,0,2,1,0.566749,1,1.0,0.566749,False
CUSTOMER.1,ORDERS.111,0,0,1,1,0.566142,1,1.0,0.566142,False
CUSTOMER.1,orders_df.111,0,0,1,1,0.566039,1,1.0,0.566039,False
cust_df.1,orders_df.111,0,0,1,1,0.565233,1,1.0,0.565233,False
ORDERS.111,cust_df.1,0,0,1,1,0.5652,1,1.0,0.5652,False
CUSTOMER.1,orders_df.134,0,0,1,1,0.56484,1,1.0,0.56484,False
CUSTOMER.1,ORDERS.134,0,0,1,1,0.564636,1,1.0,0.564636,False
CUSTOMER.1,ORDERS.184,0,0,1,1,0.564406,1,1.0,0.564406,False
cust_df.1,orders_df.134,0,0,1,1,0.564292,1,1.0,0.564292,False
ORDERS.134,cust_df.1,0,0,1,1,0.564102,1,1.0,0.564102,False
CUSTOMER.1,orders_df.184,0,0,1,1,0.564056,1,1.0,0.564056,False
cust_df.1,orders_df.184,0,0,1,1,0.563463,1,1.0,0.563463,False
ORDERS.184,cust_df.1,0,0,1,1,0.563447,1,1.0,0.563447,False
ORDERLINES,ORDERLINES.1,40,0,76,2,0.543481,2,1.0,0.543481,False
ORDERLINES.1,orderlines_df,0,40,76,2,0.543478,2,1.0,0.543478,False
orderlines_df,orderlines_df.1,40,0,76,2,0.543226,2,1.0,0.543226,False
ORDERLINES,orderlines_df.1,40,0,76,2,0.54298,2,1.0,0.54298,False
CUSTOMER,orders_df.20,36,0,33,1,0.541458,1,1.0,0.541458,False
CUSTOMER,ORDERS.20,36,0,33,1,0.541283,1,1.0,0.541283,False
cust_df,orders_df.20,36,0,33,1,0.540956,1,1.0,0.540956,False
ORDERS.20,cust_df,0,36,33,1,0.540797,1,1.0,0.540797,False
ORDERLINES.1,ORDERS,0,72,72,2,0.535234,2,1.0,0.535234,False
ORDERLINES.1,custhist_df,0,36,72,2,0.535185,2,1.0,0.535185,False
custhist_df,orders_df.25,36,0,36,1,0.535117,1,1.0,0.535117,False
CUST_HIST,ORDERLINES.1,36,0,72,2,0.534965,2,1.0,0.534965,False
ORDERS.25,custhist_df,0,36,36,1,0.534943,1,1.0,0.534943,False
custhist_df,orderlines_df.1,36,0,72,2,0.534895,2,1.0,0.534895,False
orders_df.31,orders_df.34,0,0,2,1,0.534892,1,1.0,0.534892,False
orders_df.5,orders_df.73,0,0,1,1,0.534865,1,1.0,0.534865,False
orders_df.10,orders_df.2,0,0,1,1,0.53482,1,1.0,0.53482,False
ORDERS.34,orders_df.31,0,0,2,1,0.534803,1,1.0,0.534803,False
ORDERS.73,orders_df.5,0,0,1,1,0.534779,1,1.0,0.534779,False
custhist_df,orders_df.23,36,0,36,1,0.534776,1,1.0,0.534776,False
ORDERS.31,orders_df.34,0,0,2,1,0.534751,1,1.0,0.534751,False
CUST_HIST,orders_df.25,36,0,36,1,0.534739,1,1.0,0.534739,False
ORDERS.5,orders_df.73,0,0,1,1,0.534693,1,1.0,0.534693,False
ORDERLINES.1,orders_df,0,72,72,2,0.534681,2,1.0,0.534681,False
ORDERLINES.1,orders_df.20,0,0,2,1,0.534674,1,1.0,0.534674,False
ORDERS.31,ORDERS.34,0,0,2,1,0.534665,1,1.0,0.534665,False
ORDERS.2,orders_df.10,0,0,1,1,0.534648,1,1.0,0.534648,False
CUST_HIST,orderlines_df.1,36,0,72,2,0.534642,2,1.0,0.534642,False
ORDERS.10,orders_df.2,0,0,1,1,0.534639,1,1.0,0.534639,False
ORDERS,orderlines_df.1,72,0,72,2,0.534628,2,1.0,0.534628,False
ORDERS.5,ORDERS.73,0,0,1,1,0.53461,1,1.0,0.53461,False
ORDERS.23,custhist_df,0,36,36,1,0.534604,1,1.0,0.534604,False
orders_df.20,orders_df.29,0,0,1,1,0.534587,1,1.0,0.534587,False
CUST_HIST,ORDERS.25,36,0,36,1,0.534577,1,1.0,0.534577,False
orders_df.0,orders_df.10,0,0,1,1,0.534559,1,1.0,0.534559,False
custhist_df,orders_df.31,36,0,72,2,0.534545,2,1.0,0.534545,False
ORDERS.0,orders_df.10,0,0,1,1,0.534532,1,1.0,0.534532,False
ORDERLINES.1,ORDERS.20,0,0,2,1,0.534524,1,1.0,0.534524,False
orders_df.23,orders_df.28,0,0,1,1,0.534499,1,1.0,0.534499,False
ORDERS.10,ORDERS.2,0,0,1,1,0.534474,1,1.0,0.534474,False
ORDERS.29,orders_df.20,0,0,1,1,0.534458,1,1.0,0.534458,False
ORDERS.0,ORDERS.10,0,0,1,1,0.534455,1,1.0,0.534455,False
ORDERS.20,orders_df.29,0,0,1,1,0.53445,1,1.0,0.53445,False
orderlines_df.1,orders_df,0,72,72,2,0.534442,2,1.0,0.534442,False
CUST_HIST,orders_df.23,36,0,36,1,0.534418,1,1.0,0.534418,False
orders_df.28,orders_df.31,0,0,2,1,0.534404,1,1.0,0.534404,False
ORDERS.28,orders_df.23,0,0,1,1,0.534391,1,1.0,0.534391,False
ORDERS.10,orders_df.0,0,0,1,1,0.534385,1,1.0,0.534385,False
orderlines_df.1,orders_df.20,0,0,2,1,0.534379,1,1.0,0.534379,False
ORDERS.31,custhist_df,0,36,72,2,0.534357,2,1.0,0.534357,False
ORDERS.23,orders_df.28,0,0,1,1,0.53434,1,1.0,0.53434,False
ORDERS.20,ORDERS.29,0,0,1,1,0.534324,1,1.0,0.534324,False
ORDERS.28,orders_df.31,0,0,2,1,0.534296,1,1.0,0.534296,False
orders_df.14,orders_df.9,0,0,1,1,0.534266,1,1.0,0.534266,False
CUST_HIST,ORDERS.23,36,0,36,1,0.534257,1,1.0,0.534257,False
INVENTORY,orders_df.14,3,0,3,1,0.534255,1,1.0,0.534255,False
ORDERS.20,orderlines_df.1,0,0,2,1,0.534238,1,1.0,0.534238,False
ORDERS.23,ORDERS.28,0,0,1,1,0.534236,1,1.0,0.534236,False
ORDERS.31,orders_df.28,0,0,2,1,0.534209,1,1.0,0.534209,False
ORDERLINES,orders_df.23,40,0,38,1,0.534195,1,1.0,0.534195,False
orders_df.5,prod_df.25,0,0,1,1,0.534175,1,1.0,0.534175,False
orderlines_df,orders_df.23,40,0,38,1,0.534148,1,1.0,0.534148,False
CUST_HIST,orders_df.31,36,0,72,2,0.534132,2,1.0,0.534132,False
ORDERS.28,ORDERS.31,0,0,2,1,0.534105,1,1.0,0.534105,False
inv_df,orders_df.14,3,0,3,1,0.534089,1,1.0,0.534089,False
ORDERS.9,orders_df.14,0,0,1,1,0.534074,1,1.0,0.534074,False
ORDERS.14,orders_df.9,0,0,1,1,0.534072,1,1.0,0.534072,False
INVENTORY,orders_df.23,3,0,3,1,0.534064,1,1.0,0.534064,False
orders_df.28,orders_df.67,0,0,1,1,0.534042,1,1.0,0.534042,False
ORDERLINES,ORDERS.23,40,0,38,1,0.534041,1,1.0,0.534041,False
INVENTORY,ORDERS.14,3,0,3,1,0.534026,1,1.0,0.534026,False
ORDERS.5,prod_df.25,0,0,1,1,0.534005,1,1.0,0.534005,False
ORDERS.23,orderlines_df,0,40,38,1,0.533996,1,1.0,0.533996,False
orders_df.10,orders_df.14,0,0,1,1,0.533972,1,1.0,0.533972,False
CUST_HIST,ORDERS.31,36,0,72,2,0.533958,2,1.0,0.533958,False
orders_df.14,orders_df.34,0,0,1,1,0.533947,1,1.0,0.533947,False
ORDERS.28,orders_df.67,0,0,1,1,0.533934,1,1.0,0.533934,False
PRODUCTS.25,orders_df.5,0,0,1,1,0.533904,1,1.0,0.533904,False
inv_df,orders_df.23,3,0,3,1,0.5339,1,1.0,0.5339,False
ORDERS.67,orders_df.28,0,0,1,1,0.533898,1,1.0,0.533898,False
ORDERS.14,ORDERS.9,0,0,1,1,0.533887,1,1.0,0.533887,False
INVENTORY,ORDERS.23,3,0,3,1,0.533872,1,1.0,0.533872,False
ORDERS.14,inv_df,0,3,3,1,0.533866,1,1.0,0.533866,False
ORDERS.34,orders_df.14,0,0,1,1,0.533858,1,1.0,0.533858,False
ORDERLINES.1,orders_df.14,0,0,2,1,0.533839,1,1.0,0.533839,False
orders_df.2,orders_df.20,0,0,1,1,0.533833,1,1.0,0.533833,False
ORDERS.28,ORDERS.67,0,0,1,1,0.533793,1,1.0,0.533793,False
ORDERS.10,orders_df.14,0,0,1,1,0.533793,1,1.0,0.533793,False
orders_df.31,prod_df,0,7,12,2,0.533793,2,1.0,0.533793,False
ORDERS.14,orders_df.10,0,0,1,1,0.533784,1,1.0,0.533784,False
ORDERS.14,orders_df.34,0,0,1,1,0.533757,1,1.0,0.533757,False
ORDERS.5,PRODUCTS.25,0,0,1,1,0.533743,1,1.0,0.533743,False
orders_df.23,orders_df.67,0,0,1,1,0.533715,1,1.0,0.533715,False
ORDERS.23,inv_df,0,3,3,1,0.533713,1,1.0,0.533713,False
custhist_df,orders_df.73,36,0,36,1,0.53371,1,1.0,0.53371,False
orders_df.23,orders_df.73,0,0,1,1,0.533698,1,1.0,0.533698,False
ORDERS.20,orders_df.2,0,0,1,1,0.533693,1,1.0,0.533693,False
ORDERS.14,ORDERS.34,0,0,1,1,0.533672,1,1.0,0.533672,False
ORDERS.2,orders_df.20,0,0,1,1,0.533662,1,1.0,0.533662,False
ORDERLINES.1,ORDERS.14,0,0,2,1,0.533633,1,1.0,0.533633,False
orders_df.10,orders_df.20,0,0,1,1,0.533632,1,1.0,0.533632,False
ORDERS.73,custhist_df,0,36,36,1,0.533618,1,1.0,0.533618,False
ORDERS.10,ORDERS.14,0,0,1,1,0.533613,1,1.0,0.533613,False
ORDERS.73,orders_df.23,0,0,1,1,0.533613,1,1.0,0.533613,False
ORDERS.31,prod_df,0,7,12,2,0.533595,2,1.0,0.533595,False
ORDERS.67,orders_df.23,0,0,1,1,0.533572,1,1.0,0.533572,False
ORDERS.23,orders_df.67,0,0,1,1,0.533557,1,1.0,0.533557,False
orders_df.23,orders_df.29,0,0,1,1,0.533546,1,1.0,0.533546,False
ORDERS.23,orders_df.73,0,0,1,1,0.53354,1,1.0,0.53354,False
orderlines_df.1,orders_df.14,0,0,2,1,0.533539,1,1.0,0.533539,False
ORDERS.2,ORDERS.20,0,0,1,1,0.533526,1,1.0,0.533526,False
orders_df.29,orders_df.9,0,0,1,1,0.533511,1,1.0,0.533511,False
ORDERS.20,orders_df.10,0,0,1,1,0.533495,1,1.0,0.533495,False
orders_df.10,orders_df.29,0,0,1,1,0.533493,1,1.0,0.533493,False
ORDERS.23,ORDERS.73,0,0,1,1,0.533459,1,1.0,0.533459,False
ORDERS.10,orders_df.20,0,0,1,1,0.533457,1,1.0,0.533457,False
ORDERS.23,ORDERS.67,0,0,1,1,0.533418,1,1.0,0.533418,False
