,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
ORDERS.2009/07/04,0.059226,0.093886,0.079058,0.102261,0.268571,0.315906,0.125561,0.175563,0.115666,0.295400,0.112587,0.284155,0.183312,0.137883,0.156643,0.192385,0.251507,0.109925,0.298161,0.151697,0.132774,0.171763,0.138462,0.052409,0.080044,0.301837,0.107670,0.130163,0.223976,0.156964,0.176147,0.090113,0.115231,0.104729,0.004387,0.017609,-0.017716,0.068431,0.184985
ORDERS.16984,0.069570,0.116893,0.081905,0.105471,0.274043,0.315475,0.167787,0.165580,0.148847,0.251038,0.159317,0.307517,0.234944,0.128101,0.156113,0.183951,0.272798,0.145609,0.309741,0.163514,0.167461,0.125338,0.170215,0.118766,0.130648,0.268126,0.131879,0.114297,0.250600,0.190134,0.172468,0.074318,0.109920,0.099061,0.037683,0.049872,0.052884,0.070233,0.196425
ORDERS.67.99,0.067201,0.121138,0.081249,0.110209,0.274070,0.292737,0.176156,0.170404,0.146480,0.250882,0.153486,0.286398,0.228694,0.137280,0.174556,0.195305,0.266342,0.143384,0.300282,0.162507,0.157264,0.129146,0.167785,0.111888,0.141593,0.258407,0.132023,0.119740,0.241977,0.187250,0.175680,0.061660,0.100825,0.110143,0.032455,0.039600,0.040770,0.060390,0.178140
ORDERS.5.61,0.071045,0.118707,0.086439,0.106923,0.269318,0.298931,0.165626,0.157929,0.147702,0.249922,0.155753,0.294324,0.231411,0.132083,0.156123,0.191084,0.264968,0.141961,0.304445,0.164886,0.158447,0.129678,0.168183,0.116127,0.133226,0.265360,0.124961,0.115426,0.245351,0.195357,0.171398,0.076314,0.105381,0.105668,0.031754,0.043690,0.048543,0.061233,0.191948
ORDERS.73.60,0.074078,0.123766,0.085576,0.114892,0.281773,0.308193,0.172900,0.170329,0.152462,0.262627,0.159368,0.296516,0.228102,0.139117,0.167874,0.190601,0.261932,0.149110,0.302976,0.164472,0.160124,0.124901,0.170121,0.116838,0.137793,0.257522,0.134635,0.128931,0.237042,0.184890,0.173808,0.068432,0.106204,0.115683,0.032703,0.046846,0.047814,0.063043,0.189102
ORDERS.7001,0.075693,0.110917,0.092974,0.100684,0.274718,0.321716,0.143932,0.144562,0.157711,0.267587,0.164973,0.308412,0.189418,0.125071,0.139863,0.192110,0.264322,0.121636,0.288375,0.157504,0.154012,0.116643,0.185825,0.109935,0.110158,0.273047,0.120875,0.124552,0.238892,0.175949,0.174150,0.089227,0.122813,0.104383,0.056715,0.055691,0.060928,0.048003,0.205809
ORDERS.2009/08/16,0.052128,0.085333,0.064029,0.095492,0.254405,0.302223,0.120224,0.166167,0.115481,0.291600,0.113493,0.270826,0.175674,0.130603,0.149090,0.186089,0.240825,0.104280,0.285508,0.137152,0.122859,0.165052,0.130783,0.048710,0.070966,0.299690,0.105606,0.116487,0.210773,0.142478,0.168480,0.085150,0.104551,0.092529,0.008481,0.017217,-0.020749,0.061005,0.189544
ORDERS.8391,0.062045,0.103106,0.078461,0.108029,0.255099,0.302178,0.159180,0.154912,0.146449,0.252555,0.154134,0.289989,0.226909,0.119329,0.146252,0.171521,0.265050,0.132053,0.306380,0.155517,0.155561,0.118469,0.167348,0.113069,0.118726,0.261036,0.119360,0.107590,0.246074,0.183792,0.169093,0.074913,0.103473,0.091081,0.036331,0.044800,0.043919,0.057060,0.196712
ORDERS.123.98,0.061111,0.114204,0.067392,0.099544,0.264071,0.287688,0.172062,0.168893,0.139195,0.244761,0.149343,0.279355,0.224655,0.132820,0.170308,0.184286,0.260515,0.138618,0.293587,0.152443,0.152593,0.114854,0.157178,0.104287,0.126741,0.257001,0.118052,0.115322,0.239025,0.183184,0.157496,0.051306,0.089718,0.094205,0.028911,0.043842,0.035214,0.057469,0.182157
ORDERS.10.23,0.064473,0.109921,0.074483,0.099274,0.254269,0.290495,0.154856,0.153257,0.143428,0.245262,0.152779,0.284053,0.227123,0.123817,0.143056,0.178334,0.253890,0.137047,0.297115,0.151824,0.148607,0.119475,0.163685,0.111097,0.122854,0.258470,0.115947,0.110974,0.235323,0.182799,0.164083,0.067686,0.094499,0.095178,0.025334,0.037831,0.040628,0.051276,0.183325
ORDERS.134.21,0.067554,0.116432,0.083617,0.109417,0.270410,0.297262,0.163806,0.164212,0.145506,0.238381,0.152805,0.293777,0.229184,0.123876,0.154429,0.186006,0.266873,0.135964,0.296596,0.160484,0.159514,0.122181,0.165910,0.113618,0.135665,0.258638,0.125921,0.120204,0.248405,0.189336,0.163056,0.072908,0.113128,0.100610,0.023462,0.038333,0.039179,0.052909,0.180795
ORDERS.8001,0.094669,0.125914,0.087473,0.126314,0.283993,0.328145,0.154798,0.161280,0.163101,0.283801,0.166938,0.317812,0.212990,0.138898,0.152537,0.192397,0.280314,0.134242,0.304422,0.174585,0.178502,0.140534,0.192662,0.118099,0.124401,0.277978,0.136438,0.118613,0.246552,0.188333,0.185019,0.093406,0.128049,0.107361,0.053770,0.062027,0.063558,0.068889,0.218442
ORDERS.2009/09/12,0.050346,0.082687,0.064480,0.092721,0.247954,0.293573,0.116420,0.164795,0.114445,0.293172,0.114192,0.266289,0.179188,0.128423,0.141952,0.179781,0.233736,0.104038,0.284199,0.133519,0.117918,0.163274,0.128216,0.049243,0.065795,0.293451,0.099969,0.119312,0.204739,0.139069,0.168890,0.081380,0.101101,0.092875,0.006393,0.013923,-0.022093,0.060117,0.182598
ORDERS.9922,0.068741,0.110460,0.081713,0.106095,0.262010,0.307056,0.166539,0.164699,0.151531,0.254843,0.162223,0.297048,0.233181,0.125632,0.153729,0.180070,0.269894,0.138073,0.307248,0.159102,0.160093,0.124890,0.170703,0.116367,0.122969,0.270091,0.129325,0.110536,0.248761,0.187506,0.170812,0.075339,0.109322,0.096752,0.034265,0.043900,0.043685,0.060475,0.201001
ORDERS.384.52,0.067456,0.122968,0.088269,0.121052,0.282046,0.306052,0.174752,0.171465,0.150615,0.257718,0.158375,0.297574,0.228421,0.139545,0.172438,0.198454,0.269957,0.146003,0.306606,0.169847,0.161085,0.129728,0.171510,0.115417,0.137731,0.262726,0.135727,0.129539,0.246771,0.187268,0.172041,0.066573,0.109779,0.113170,0.037471,0.046611,0.049671,0.062034,0.177393
ORDERS.31.72,0.055109,0.101310,0.075764,0.089195,0.239277,0.269209,0.153574,0.148008,0.136221,0.247524,0.143526,0.263716,0.217591,0.119226,0.143266,0.178205,0.251290,0.124425,0.296449,0.143005,0.141260,0.114074,0.157543,0.102366,0.117507,0.251403,0.109598,0.108399,0.239802,0.183259,0.162240,0.070056,0.083704,0.096798,0.028936,0.025756,0.040390,0.048167,0.169988
ORDERS.416.24,0.062308,0.117806,0.080419,0.109946,0.268844,0.298091,0.162884,0.171722,0.147042,0.261253,0.156263,0.287024,0.225981,0.132930,0.158094,0.186737,0.256991,0.146146,0.300742,0.157319,0.153127,0.117236,0.161647,0.106460,0.126646,0.256571,0.131009,0.123018,0.236449,0.178205,0.163362,0.061140,0.102817,0.105396,0.031106,0.043680,0.046276,0.052912,0.188860
ORDERS.9001,0.081368,0.118545,0.086410,0.105521,0.288061,0.334749,0.153306,0.149973,0.163880,0.265603,0.170209,0.325547,0.198963,0.129550,0.148769,0.190462,0.273368,0.121944,0.290201,0.164085,0.162529,0.120615,0.187943,0.119214,0.114563,0.279282,0.126721,0.124499,0.242639,0.177522,0.177711,0.088715,0.130473,0.108300,0.050812,0.054118,0.055243,0.058218,0.207390
ORDERS.2009/10/24,0.046809,0.080036,0.066102,0.084074,0.238823,0.290760,0.103932,0.173362,0.098551,0.282572,0.098791,0.258249,0.166249,0.124226,0.135351,0.184265,0.246209,0.104781,0.292965,0.141947,0.122384,0.164855,0.123251,0.050829,0.076092,0.305253,0.092289,0.115503,0.221540,0.150669,0.163782,0.077586,0.099796,0.090869,0.000357,0.012533,-0.013989,0.068517,0.180109
ORDERS.1490,0.070133,0.108990,0.081642,0.104888,0.265938,0.308107,0.163044,0.160148,0.148053,0.254361,0.158644,0.296690,0.233645,0.123267,0.149256,0.180465,0.261903,0.143406,0.304440,0.158816,0.160001,0.120657,0.170711,0.116123,0.123977,0.263498,0.127009,0.112027,0.241834,0.184618,0.172179,0.071529,0.109678,0.097904,0.033739,0.045483,0.050271,0.060288,0.194689
ORDERS.244.69,0.067556,0.124653,0.084556,0.110629,0.252483,0.288384,0.154940,0.177402,0.153841,0.274850,0.163344,0.276511,0.219355,0.138541,0.143129,0.182119,0.268717,0.154453,0.313155,0.161321,0.161835,0.127641,0.173198,0.111831,0.123419,0.263173,0.121502,0.132423,0.248961,0.185808,0.178718,0.073792,0.100130,0.109147,0.039385,0.050438,0.049620,0.056671,0.194911
ORDERS.20.19,0.054083,0.103461,0.072497,0.099030,0.259287,0.297467,0.152794,0.157024,0.135919,0.241764,0.143797,0.289599,0.220202,0.116204,0.140662,0.177523,0.255702,0.136067,0.298584,0.151221,0.150779,0.115398,0.162572,0.112300,0.126638,0.258079,0.113408,0.104772,0.239190,0.183430,0.161114,0.065705,0.095050,0.094272,0.023768,0.038351,0.038103,0.055899,0.187190
ORDERS.264.88,0.059186,0.114579,0.076976,0.104065,0.261092,0.285583,0.155090,0.162755,0.142734,0.237578,0.152318,0.283414,0.216785,0.126300,0.149098,0.182113,0.266684,0.132829,0.296698,0.157394,0.155251,0.121596,0.161028,0.105203,0.130409,0.258493,0.121513,0.112785,0.248932,0.186305,0.156668,0.060065,0.104928,0.094026,0.025114,0.037647,0.039450,0.053072,0.175237
ORDERS.10001,0.094375,0.121023,0.083257,0.121606,0.274557,0.320443,0.148411,0.160734,0.156190,0.280804,0.159616,0.306245,0.205743,0.135899,0.143576,0.187757,0.270570,0.138753,0.297435,0.171008,0.171807,0.137539,0.186969,0.111740,0.118071,0.275830,0.119892,0.113643,0.237819,0.183391,0.178959,0.092250,0.119969,0.105141,0.050020,0.060742,0.063431,0.064132,0.217701
ORDERS.2009/11/19,0.053207,0.092485,0.074120,0.096629,0.259568,0.307088,0.118570,0.171356,0.108955,0.292603,0.105875,0.279432,0.177625,0.131465,0.148129,0.196133,0.247718,0.108757,0.292459,0.148106,0.128816,0.170372,0.133547,0.050970,0.078634,0.304863,0.108367,0.121674,0.218252,0.149418,0.176758,0.081379,0.112136,0.096802,0.000347,0.007375,-0.018642,0.057493,0.175664
ORDERS.12934,0.066898,0.112551,0.085681,0.111605,0.252936,0.299269,0.170125,0.173549,0.146399,0.273828,0.156372,0.272387,0.233926,0.147096,0.164833,0.179396,0.261517,0.152027,0.312796,0.155287,0.157966,0.117849,0.159685,0.101930,0.111892,0.266920,0.131115,0.125130,0.239682,0.177446,0.167440,0.074622,0.094079,0.102341,0.044981,0.053321,0.051010,0.061987,0.201373
ORDERS.102.63,0.072183,0.126506,0.082726,0.112029,0.275239,0.297591,0.173607,0.176206,0.151825,0.261104,0.160963,0.290477,0.227706,0.144422,0.174937,0.202714,0.270783,0.150092,0.305560,0.168382,0.163952,0.130971,0.170055,0.116041,0.141448,0.271323,0.132782,0.125801,0.245797,0.193116,0.173501,0.065467,0.103321,0.110710,0.036641,0.050544,0.049805,0.065203,0.187323
ORDERS.8.47,0.068356,0.116629,0.083560,0.103026,0.267811,0.303221,0.156075,0.170009,0.137891,0.275502,0.141549,0.281917,0.224744,0.137908,0.157964,0.203629,0.267537,0.150064,0.316826,0.162076,0.162109,0.129056,0.167115,0.116818,0.134863,0.270752,0.114424,0.115660,0.247820,0.200243,0.173655,0.074151,0.089768,0.117231,0.035501,0.046413,0.051504,0.068565,0.193646
ORDERS.111.10,0.063141,0.113977,0.072603,0.103270,0.264101,0.295600,0.167211,0.172766,0.143814,0.262290,0.153475,0.283389,0.225752,0.134861,0.164309,0.186217,0.253079,0.141008,0.296309,0.150494,0.148276,0.123620,0.159180,0.101197,0.124754,0.259021,0.122898,0.122030,0.229287,0.177243,0.165870,0.055621,0.092641,0.100778,0.027137,0.038215,0.041080,0.052781,0.185813
ORDERS.11001,0.092692,0.120814,0.083552,0.116329,0.278748,0.321136,0.147128,0.165003,0.156697,0.277949,0.162167,0.309780,0.206045,0.138192,0.144579,0.192464,0.281796,0.139280,0.299445,0.168746,0.172382,0.141250,0.187945,0.114061,0.124444,0.281265,0.125657,0.121125,0.248840,0.186826,0.178063,0.090270,0.121632,0.105366,0.051858,0.063358,0.068128,0.062039,0.214284
ORDERS.2009/12/16,0.046477,0.084837,0.059335,0.091989,0.245479,0.292092,0.108808,0.165175,0.108006,0.290031,0.106804,0.262934,0.173655,0.127481,0.139084,0.184701,0.235805,0.105891,0.281328,0.130162,0.116850,0.163825,0.124057,0.043881,0.064437,0.299964,0.098934,0.114011,0.206064,0.135776,0.166381,0.079074,0.098178,0.086688,0.007858,0.011768,-0.023080,0.057862,0.188934
ORDERS.4497,0.068368,0.111826,0.077897,0.105038,0.269770,0.314551,0.162558,0.163601,0.143355,0.250748,0.155835,0.302897,0.232934,0.126985,0.152393,0.182146,0.268116,0.140906,0.306854,0.161252,0.162008,0.123950,0.169687,0.118747,0.130899,0.267537,0.130431,0.113287,0.247368,0.188485,0.168040,0.073927,0.108164,0.100334,0.034091,0.047406,0.046874,0.063165,0.193889
ORDERS.362.76,0.060623,0.109334,0.082897,0.108055,0.260278,0.291912,0.154181,0.155054,0.143504,0.237469,0.155357,0.285680,0.225466,0.118711,0.142548,0.177544,0.257989,0.135481,0.296293,0.157991,0.152349,0.113399,0.163122,0.111431,0.127112,0.253290,0.126047,0.112434,0.239748,0.181361,0.161126,0.069956,0.109179,0.099074,0.026725,0.037543,0.046537,0.047849,0.185830
ORDERS.29.93,0.059163,0.113525,0.077879,0.098919,0.260534,0.295381,0.164628,0.154966,0.143536,0.241435,0.155230,0.287100,0.224372,0.127110,0.152293,0.173757,0.261402,0.133067,0.301851,0.156623,0.155082,0.114287,0.166647,0.112569,0.126167,0.256923,0.116877,0.117094,0.246023,0.188876,0.163519,0.071025,0.099471,0.095234,0.026153,0.041472,0.037234,0.058802,0.175480
ORDERS.392.69,0.067211,0.122357,0.083966,0.116420,0.272753,0.304511,0.158027,0.173049,0.148929,0.245171,0.155977,0.292726,0.218820,0.131572,0.150752,0.190044,0.272201,0.149584,0.305136,0.167564,0.166765,0.124561,0.170963,0.119021,0.140304,0.262756,0.128287,0.125917,0.254473,0.190037,0.166107,0.070720,0.112096,0.107475,0.032305,0.046420,0.047786,0.055801,0.181165
orders_df.1,0.074875,0.107971,0.061697,0.086009,0.242007,0.280978,0.188049,0.172760,0.133735,0.271552,0.143745,0.281515,0.228181,0.132113,0.171739,0.185969,0.258228,0.130243,0.322729,0.142264,0.163619,0.133223,0.167467,0.106812,0.101111,0.266187,0.100252,0.113792,0.243614,0.210526,0.177721,0.065892,0.074209,0.091393,0.050264,0.048693,0.056067,0.076057,0.206306
orders_df.2009/01/27,0.062235,0.090007,0.054591,0.078970,0.247231,0.285109,0.153387,0.174981,0.099555,0.298679,0.098073,0.267136,0.169484,0.146109,0.173876,0.179972,0.233524,0.094405,0.291876,0.122200,0.123190,0.166456,0.133234,0.046946,0.056719,0.284721,0.073924,0.130090,0.210247,0.160257,0.179732,0.079151,0.079988,0.089680,0.015470,0.019463,-0.019738,0.074435,0.175285
orders_df.7888,0.067527,0.100595,0.056120,0.086528,0.233867,0.270344,0.179331,0.171173,0.134129,0.262062,0.145696,0.272985,0.222843,0.124457,0.160815,0.176078,0.250285,0.127475,0.314588,0.133214,0.157470,0.123248,0.163867,0.105115,0.100368,0.254881,0.099299,0.108397,0.237206,0.199375,0.173338,0.063133,0.068742,0.081570,0.043852,0.040468,0.046055,0.065291,0.190309
orders_df.313.24,0.064029,0.102438,0.056010,0.089265,0.233509,0.259144,0.178956,0.170770,0.128343,0.249543,0.139714,0.267771,0.223386,0.125132,0.161684,0.178527,0.247739,0.118678,0.308912,0.134650,0.156895,0.124944,0.161522,0.100324,0.104167,0.253227,0.096016,0.110226,0.239504,0.203039,0.161638,0.057600,0.074566,0.081086,0.032889,0.036667,0.038718,0.060226,0.175025
orders_df.25.84,0.063935,0.102718,0.052380,0.082522,0.220603,0.247215,0.168241,0.161039,0.130246,0.248699,0.140699,0.254802,0.216328,0.124344,0.148544,0.166747,0.238522,0.121040,0.304017,0.124188,0.148420,0.120663,0.157178,0.098951,0.098645,0.245684,0.092389,0.106676,0.230132,0.196749,0.164197,0.054550,0.063855,0.083709,0.032798,0.033576,0.036794,0.056273,0.180285
orders_df.339.08,0.066396,0.104683,0.058045,0.091222,0.237176,0.260038,0.197131,0.165760,0.132045,0.252739,0.144312,0.269512,0.233339,0.128039,0.180362,0.182520,0.244610,0.120119,0.309009,0.135122,0.155115,0.119779,0.162950,0.101849,0.105311,0.248340,0.106441,0.111927,0.234445,0.201331,0.167942,0.051715,0.071392,0.084197,0.033175,0.036121,0.032878,0.055982,0.172550
orders_df.1001,0.089730,0.113113,0.061057,0.077686,0.247757,0.282260,0.176255,0.158631,0.137246,0.275314,0.147492,0.285292,0.190847,0.131711,0.164524,0.181511,0.254078,0.103084,0.295011,0.134216,0.158845,0.128099,0.182912,0.097135,0.099903,0.258030,0.099554,0.117143,0.226843,0.185442,0.181274,0.070723,0.078413,0.091922,0.058237,0.038893,0.052236,0.061999,0.193046
orders_df.2009/02/07,0.062484,0.087088,0.056004,0.077495,0.256287,0.290811,0.152557,0.173752,0.097586,0.302086,0.095380,0.276738,0.170226,0.140681,0.172658,0.184137,0.237117,0.098663,0.296516,0.124687,0.127193,0.168443,0.135685,0.052664,0.061512,0.283557,0.077540,0.128405,0.213873,0.165166,0.184469,0.077364,0.077790,0.095379,0.010385,0.012079,-0.016502,0.070795,0.169389
orders_df.19356,0.071958,0.104689,0.062463,0.090972,0.237952,0.278206,0.177540,0.178425,0.131247,0.265702,0.142851,0.278139,0.223377,0.128593,0.159611,0.182499,0.251694,0.131634,0.317155,0.137109,0.157911,0.130613,0.161675,0.100456,0.104927,0.261473,0.101755,0.115197,0.236924,0.199011,0.172733,0.064197,0.070996,0.089841,0.038210,0.040205,0.047131,0.064487,0.192864
orders_df.170.63,0.063397,0.097618,0.055931,0.088482,0.223951,0.251452,0.184919,0.162087,0.133401,0.248063,0.142661,0.259956,0.221432,0.124645,0.164321,0.170305,0.239891,0.117651,0.305227,0.130790,0.149122,0.120804,0.159267,0.094381,0.096388,0.245161,0.101410,0.107471,0.232749,0.197464,0.162213,0.055789,0.071776,0.080515,0.029987,0.033501,0.037064,0.052392,0.170788
orders_df.14.08,0.065630,0.107173,0.053012,0.086241,0.241367,0.272455,0.190751,0.164779,0.129547,0.258933,0.140424,0.278226,0.228260,0.133174,0.175664,0.179603,0.249062,0.118379,0.312668,0.132078,0.155179,0.130347,0.166742,0.102161,0.104972,0.254464,0.099376,0.114034,0.238904,0.206068,0.169871,0.060120,0.068958,0.085705,0.034797,0.042676,0.035399,0.065403,0.175431
orders_df.184.71,0.070122,0.108461,0.065233,0.100123,0.244803,0.264829,0.193161,0.165300,0.135460,0.250924,0.145127,0.276846,0.230496,0.130621,0.175687,0.181462,0.248288,0.120434,0.310199,0.142206,0.156974,0.127607,0.166288,0.100287,0.107497,0.248539,0.108736,0.114893,0.238372,0.205126,0.171515,0.061662,0.084674,0.088751,0.032498,0.039584,0.038534,0.061009,0.172419
orders_df.2001,0.079861,0.115583,0.079872,0.082739,0.227223,0.267898,0.165683,0.168288,0.109753,0.282186,0.107368,0.250536,0.183628,0.153588,0.171866,0.201427,0.239018,0.109417,0.317072,0.145442,0.145296,0.146239,0.175874,0.093482,0.083969,0.278288,0.089036,0.129768,0.227434,0.181117,0.204744,0.086971,0.063826,0.106804,0.056177,0.050502,0.022833,0.087124,0.182733
orders_df.2009/03/04,0.057068,0.082390,0.048624,0.076182,0.242514,0.279583,0.145000,0.165144,0.100554,0.294521,0.098875,0.261544,0.163984,0.140639,0.166000,0.172673,0.225233,0.089479,0.283019,0.111465,0.114810,0.153968,0.127835,0.043739,0.049384,0.277783,0.069234,0.128588,0.202845,0.151525,0.172331,0.077665,0.072990,0.085541,0.014116,0.015089,-0.025097,0.066830,0.173193
orders_df.931,0.067393,0.099880,0.058447,0.085256,0.227970,0.264304,0.180510,0.172691,0.133403,0.266995,0.144619,0.267207,0.224771,0.125147,0.161020,0.177370,0.253543,0.127492,0.317992,0.131477,0.157565,0.122409,0.162337,0.102064,0.098848,0.254911,0.096641,0.109723,0.242056,0.202218,0.172687,0.062373,0.067306,0.082014,0.040087,0.039985,0.044309,0.066665,0.188234
orders_df.31.84,0.068851,0.105919,0.061551,0.091241,0.238378,0.262688,0.190285,0.172725,0.134394,0.255215,0.146019,0.268408,0.230260,0.131051,0.173530,0.185398,0.248762,0.126149,0.314112,0.137531,0.161009,0.120640,0.166647,0.104640,0.108620,0.252351,0.104047,0.113995,0.240282,0.208498,0.168865,0.060091,0.074032,0.089451,0.035457,0.039954,0.036466,0.062615,0.184329
orders_df.2.63,0.069434,0.107688,0.059984,0.090937,0.246432,0.274220,0.191860,0.166399,0.134952,0.260380,0.145724,0.281163,0.231187,0.134327,0.177028,0.187623,0.250267,0.123835,0.317029,0.141402,0.158986,0.131818,0.169154,0.106235,0.108465,0.258810,0.105343,0.113796,0.239509,0.213080,0.172216,0.064125,0.074129,0.090337,0.037979,0.044676,0.040099,0.068279,0.180553
orders_df.34.47,0.072479,0.114904,0.057330,0.097372,0.249252,0.264415,0.194334,0.184801,0.134438,0.265637,0.143114,0.267906,0.222385,0.145400,0.186651,0.190990,0.250700,0.136700,0.311487,0.138656,0.161545,0.131083,0.162877,0.101548,0.111497,0.253347,0.105125,0.123325,0.237964,0.206410,0.172963,0.054386,0.069033,0.095257,0.034196,0.048968,0.038373,0.066612,0.185364
orders_df.3001,0.105295,0.124471,0.074808,0.111211,0.267426,0.300571,0.180253,0.174167,0.146052,0.298887,0.149947,0.300744,0.201120,0.146096,0.173789,0.195870,0.269520,0.125338,0.315114,0.160405,0.178443,0.147195,0.193107,0.109324,0.111284,0.277028,0.101003,0.123233,0.237828,0.206217,0.195874,0.083367,0.094625,0.102173,0.059278,0.056931,0.060872,0.073033,0.210425
orders_df.2009/04/30,0.056723,0.083702,0.048870,0.077254,0.239831,0.278734,0.146215,0.169372,0.096446,0.297184,0.094812,0.258906,0.163127,0.140541,0.166576,0.174526,0.227450,0.090517,0.283982,0.111523,0.117439,0.157268,0.129062,0.042661,0.051331,0.280143,0.068281,0.125485,0.204194,0.153734,0.169670,0.074705,0.072487,0.083664,0.014403,0.018074,-0.021010,0.070141,0.177154
orders_df.12411,0.065585,0.101969,0.053770,0.082711,0.230437,0.265724,0.178462,0.174555,0.129238,0.260866,0.142082,0.269366,0.222345,0.124523,0.160051,0.176109,0.255764,0.127242,0.314108,0.131231,0.160158,0.124224,0.160412,0.099363,0.098859,0.256314,0.097420,0.105674,0.242501,0.200652,0.168936,0.057892,0.068597,0.079782,0.039857,0.041174,0.043775,0.067013,0.192656
orders_df.289.62,0.075896,0.111693,0.066468,0.097422,0.256019,0.275502,0.204327,0.171836,0.139842,0.254395,0.149069,0.286174,0.236600,0.133292,0.186610,0.192584,0.254331,0.127484,0.314576,0.147312,0.167198,0.124975,0.170995,0.110145,0.114281,0.253075,0.113433,0.118653,0.242204,0.209840,0.173456,0.059464,0.086243,0.095134,0.034971,0.040468,0.039482,0.064581,0.177410
orders_df.23.89,0.061589,0.106672,0.049765,0.084915,0.234766,0.264781,0.180875,0.170498,0.134413,0.256216,0.145650,0.268677,0.215184,0.134659,0.163222,0.175618,0.248949,0.124627,0.308666,0.127388,0.153473,0.123909,0.160477,0.098692,0.101661,0.251587,0.098212,0.117436,0.239931,0.201219,0.162919,0.058030,0.066806,0.085896,0.035314,0.041745,0.034668,0.065883,0.168515
orders_df.313.51,0.069346,0.104584,0.060366,0.092346,0.240160,0.267221,0.188020,0.168800,0.133035,0.251562,0.142947,0.273287,0.228399,0.130273,0.170121,0.181015,0.251539,0.122408,0.311490,0.140404,0.157028,0.125387,0.162966,0.100803,0.105530,0.252257,0.105813,0.115306,0.241973,0.203730,0.167455,0.063343,0.081327,0.087379,0.031857,0.038049,0.039787,0.057992,0.174556
orders_df.4001,0.105703,0.124046,0.074822,0.117426,0.271647,0.305506,0.181264,0.172902,0.146441,0.295836,0.150414,0.308034,0.206447,0.144353,0.176619,0.196513,0.272719,0.123890,0.313189,0.160801,0.180853,0.149653,0.192815,0.108847,0.111763,0.277614,0.112978,0.122523,0.240307,0.202922,0.194002,0.080259,0.098870,0.104104,0.057110,0.058199,0.061645,0.068504,0.207341
orders_df.2009/05/12,0.060245,0.085418,0.049938,0.077272,0.245733,0.282532,0.150832,0.168635,0.100477,0.302390,0.098144,0.266045,0.167359,0.140107,0.171168,0.181502,0.226934,0.093888,0.285025,0.115411,0.118169,0.162653,0.131930,0.048550,0.053944,0.284874,0.073624,0.124138,0.201323,0.155058,0.175567,0.072036,0.075610,0.087743,0.016491,0.013325,-0.019437,0.066830,0.172261
orders_df.14005,0.069151,0.107929,0.058232,0.097891,0.259196,0.285688,0.193178,0.187061,0.130263,0.284788,0.139543,0.282172,0.214851,0.142911,0.180494,0.186866,0.258577,0.138126,0.322249,0.138635,0.165747,0.130051,0.166145,0.109514,0.101057,0.258289,0.101258,0.119027,0.239081,0.196091,0.181348,0.050829,0.063860,0.095578,0.050584,0.052135,0.046896,0.073171,0.200702
orders_df.350.60,0.060449,0.098188,0.051852,0.084593,0.227327,0.251226,0.184058,0.153805,0.129458,0.245044,0.139437,0.262204,0.222702,0.119574,0.163421,0.165671,0.235618,0.109669,0.300867,0.122931,0.146190,0.117110,0.155681,0.093164,0.090651,0.237261,0.102103,0.104840,0.229448,0.193002,0.157558,0.051402,0.070901,0.079310,0.028272,0.027667,0.034639,0.052957,0.172279
orders_df.28.92,0.064018,0.105483,0.049093,0.085265,0.226750,0.258839,0.173398,0.177641,0.134840,0.280395,0.144832,0.254306,0.199848,0.143092,0.160935,0.173015,0.244042,0.131705,0.310678,0.126219,0.150177,0.133370,0.158696,0.092522,0.092346,0.252413,0.085650,0.122973,0.232257,0.194396,0.174353,0.058228,0.055397,0.092996,0.037305,0.046624,0.038529,0.064658,0.175479
orders_df.379.52,0.064052,0.102831,0.060918,0.094139,0.242302,0.264879,0.189439,0.163284,0.132610,0.247886,0.144999,0.275728,0.226128,0.125150,0.173874,0.179459,0.247350,0.116303,0.308021,0.137898,0.154841,0.124746,0.160995,0.098044,0.103983,0.250378,0.108165,0.115178,0.237289,0.199807,0.166797,0.057357,0.079322,0.085455,0.030137,0.033399,0.040606,0.059878,0.167822
orders_df.5001,0.099645,0.119322,0.070732,0.112402,0.259373,0.289990,0.173873,0.166445,0.142517,0.294814,0.145253,0.293682,0.203427,0.139202,0.165954,0.186998,0.261745,0.122431,0.307095,0.150443,0.173211,0.143760,0.189844,0.104381,0.106318,0.265539,0.103216,0.114459,0.231192,0.196816,0.186186,0.077918,0.087969,0.092553,0.053846,0.049758,0.058851,0.065257,0.206840
orders_df.2009/06/08,0.060764,0.084486,0.055621,0.076315,0.258799,0.293297,0.149903,0.173054,0.093739,0.300962,0.091955,0.277587,0.165748,0.136484,0.170570,0.181816,0.233713,0.096404,0.294936,0.124615,0.124542,0.168547,0.137108,0.053187,0.062257,0.281505,0.079233,0.128866,0.209968,0.163364,0.181818,0.075280,0.080072,0.098145,0.012546,0.011779,-0.011053,0.069660,0.169697
